var_name;ref_name;comment
FAC_AMO_DT_RET;-;
FAC_AMC_DT_RET;-;
FAC_RAC_DT_RET;-;
PAI_AMO_DT_RET;-;
PAI_AMC_DT_RET;-;
PAI_RAC_DT_RET;-;
VALID_FAC_AMO_RET;-;
VALID_FAC_AMC_RET;-;
VALID_FAC_RAC_RET;-;
PAYS_ASS_PAT_RET;-;
FIDES_TOP;-;
NON_SEJ_FAC_AM;-;
PS_IND;-;
SEJ_FAC_AM;-;
COEF_MCO;-;
CONSULT_MIG;-;
ACH_PRU_TTC;-;
ECRT_IND_MNT;-;
ECRT_IND_MTU;-;
FRACT_COE;-;
QUA;-;
UCD_COD;-;
fides;-;
fides_ovalide;-;
mnt_br;-;
mnt_br_atu;-;
mnt_br_ccam;-;
mnt_br_dia;-;
mnt_br_dm_ext;-;
mnt_br_ffm;-;
mnt_br_ftn;-;
MNT_BR_MED_EXT;-;
mnt_br_ngap;-;
MNT_BR_PI;-;
mnt_br_se;-;
mnt_remb;-;
mnt_remb_atu;-;
mnt_remb_ccam;-;
mnt_remb_dia;-;
mnt_remb_dm_ext;-;
mnt_remb_ffm;-;
mnt_remb_ftn;-;
MNT_REMB_MED_EXT;-;
mnt_remb_ngap;-;
MNT_REMB_PI;-;
mnt_remb_se;-;
mnt_val;-;
mnt_val_atu;-;
mnt_val_ccam;-;
mnt_val_dia;-;
mnt_val_dm_ext;-;
mnt_val_ffm;-;
mnt_val_ftn;-;
MNT_VAL_MED_EXT;-;
mnt_val_ngap;-;
MNT_VAL_PI;-;
mnt_val_se;-;
nbligne;-;
pf18;-;
valo;-;
RHA_VER;-;
GEN_VER;-;
GRC_GME;-;
GRC_TOP_ERR;-;
GRG_GME;-;
GRG_TOP_ERR;-;
TYP_GEN_RHA;-;
RHA_NUM;-;
RHS_NUM;-;
RHS_ANT_SEJ_ENT;-;
MOI_ANN_SOR_SEJ;-;
HOS_TYP_UM;-;
AUT_TYP_UM;-;
DEB_SEM;-;
DEB_FIN;-;
SEJ_ANT;-;
MOI_ANN;-;
JP_HWE;-;
JP_WE;-;
ANC_CHI;-;
FP_PEC;-;
MOR_PRP;-;
ETL_AFF;-;
HAB_DEP;-;
DPL_DEP;-;
ALI_DEP;-;
CON_DEP;-;
CPT_DEP;-;
REL_DEP;-;
NBR_CSARR;-;
NBR_CCAM;-;
REHOS_PRJ_THP;-;
GMT_NUM;-;
EXB_TOP;-;
EXH_NBJ;-;
LIT_DEDIE;-;
SCORE_RR;-;
TYP_US;-;
MOI_LUN_1S;-;
ANN_LUN_1S;-;
CCAM_DEL_ENT_UM;-;
CCAM_ACT;-;
CCAM_PHA_ACT;-;
CCAM_COD_ACT;-;
CCAM_EXT_DOC;-;
CCAM_NBR_REA;-;
CCAM_VAL_DAT;-;
CSARR_COD;-;
APP_SUP;-;
MOD_LIEU;-;
MOD_PAT_1;-;
MOD_PAT_2;-;
TYP_INTERV;-;
CLAS_NBR_PAT_PS;-;
COMP_SEM;-;
ENT_DAT_DEL_UM;-;
NBR_PAT_INTERV;-;
NBR_INTERV;-;
EXT_DOC;-;
DGN_COD;-;
SUI_TYP;-;
PRE_JOU_NBR;-;
ACT_TYP;-;
NBR_MUT;-;
NBR_RHA;-;
NBR_GME;-;
COD_ERR;-;
RNG_NAI_CTL;-;
RNG_BEN_CTL;-;
NBR_JOU;-;
GME_COD;-;
MOIS;-;
COEF_SSR;-;
TYP_UNI_FON_C;-;
PAT_BEN_CMU;-;
ACT_DUR;-;
SOIN_ANN;-;
SOIN_MOI;-;
COD_UCP_CIP;-;
LPP_PRI_REF;-;
DEL_DEB_SSEQ;-;
ETA_NUM_EPMSI;-;
PHA_COD;-;
REAL_NBR;-;
RHAD_NUM;-;
SSEQ_NUM;-;
VAL_DAT_SSEQ;-;
AVQ_ALI;-;
AVQ_CON;-;
AVQ_CPT;-;
AVQ_HAB;-;
AVQ_LOC;-;
AVQ_REL;-;
COD_CONF;-;
DEP_COT;-;
ETA_NUM_ESMS;-;
FAC_NUM;-;
FIN_ANN_SEQ;-;
FIN_MOI_SEQ;-;
MOT_NFACT_AM;-;
NBR_DGN_MPA;-;
NBR_DGN_MPP;-;
PAT_TYP_DOM;-;
PEC_ASS;-;
PEC_MOD_ASSO1;-;
PEC_MOD_ASSO2;-;
PEC_MOD_ASSO3;-;
PEC_MOD_ASSO4;-;
PEC_MOD_ASSO5;-;
PEC_PAL;-;
RAPSS_NUM;-;
SEJ_FACT_AM;-;
SEQ_DER;-;
SEQ_NBJ;-;
SEQ_SEJ_NBJ;-;
SOR_ANN_SSEQ;-;
SOR_MOI_SSEQ;-;
SSEQ_NBJ;-;
SSEQ_SEJ_DER;-;
SSEQ_SEQ_DER;-;
SSEQ_SEQ_NBJ;-;
ETA_NUM_ePMSI;-;
format;-;
vid_hosp_for;-;
DGN_ASS_MPP;-;
DGN_ASS_MPA;-;
DGN_ASS;-;
GHT_NBJ;-;
GHT_NUM;-;
GRE_GRP_ETB;-;
GRE_GRP_GHPC;-;
GRE_GRP_RET;-;
GRE_RPPS_VER;-;
PAP_GRP_GHPC;-;
PAP_GRP_RET;-;
PAP_GRP_VER;-;
SEQ_SEJ;-;
GRG_COD_CTL;-;
TYP_CTR_CTL;-;
MNF_AM_CTL;-;
PAT_CMU_CTL;-;
GRG_COD;-;
TYP_CTR;-;
MNF_AM;-;
HAD_DUREE;-;
SEJ_FINI;-;
SEJ_ERR;-;
CMU_BEN_PAT;-;
HAD_COE;-;
ACT_ANN;-;
ACT_MOI;-;
ACT_DAT_COMP;-;
DAT_DEB_CON;-;
DAT_FIN_CON;-;
FFT_COD;-;
FIC_TYP;-;
ETA_TYP_ESMS;-;
FOR_NUM_ORI;-;
ETA_NUM_TWO;-;
IPP_IRR_CRY;-;
SEJ_IDT;-;
FOR_ACT;-;
SEC_NUM;-;
MOD_SOI;-;
ORD_NUM;-;
RAL_ACT_MOI;-;
RAL_ACT_ANN;-;
ACT_NAT;-;
ACT_LIEU;-;
PRO_CAT;-;
INT_NBR;-;
ANO_IND;-;
ACT_LIB_IND;-;
ETB_SAN_AUTOR;-;
RIP_NUM;-;
SEQ_IND;-;
SEQ_SEQ_NUM;-;
DEL_DAT;-;
SEQ_PRE_IND;-;
SEQ_DER_IND;-;
SEQ_FIN_MOI;-;
SEQ_FIN_ANN;-;
SEQ_COU_NBJ;-;
PRE_JOU_NBJ;-;
PRE_DEM_JOU_NBJ;-;
THE_ISO_NBJ;-;
SCO_DEP_HAB;-;
SCO_DEP_DPL;-;
SCO_DEP_ALI;-;
SCO_DEP_CON;-;
SCO_DEP_CPT;-;
SCO_DEP_COM;-;
THE_MS_IND;-;
FOR_NUM_HOSP;-;
SEJ_DUREE;-;
HOS_TYP;-;
SEJ_DUR;-;
RIP_COE;-;
ANN_DEB;-;
MOI_DEB;-;
ANN_FIN;-;
MOI_FIN;-;
TYP_ISO_CONT;-;
MES_ORD_NUM;-;
MES_REP_TPS;-;
MES_INDIC;-;
MES_DUREE;-;
DCD_IDT_ENC;-;
DCD_IDT_TOP;-;
FLX_PER_ANN;-;
CER_VER_NUM;-;
TRT_STA_COD;-;
TYP_CER_COD;-;
CER_SUP_TYP;-;
TYP_VOL_COD;-;
DCD_DPT_COD;-;
DCD_COM_CO;-;
DCD_LIE_COD;-;
PFV_ACP_COD;-;
CAT_PCS_COD;-;
ETA_MAR_COD;-;
DCD_CIM_COD;-;
DCD_CAU_COD;-;
DCD_GRS_COD;-;
DCD_GRS_DEL;-;
DCD_LIE_LIB;-;
DCD_ATT_COD;-;
NEO_APG_SCO;-;
NEO_GES_AGE;-;
NEO_NAI_POI;-;
RNG_NAI_TYP;-;
GRS_ORD_NU;-;
ACC_LIA_COD;-;
ACC_PST_COD;-;
ACC_DEB_COD;-;
MOD_ACC_COD;-;
HOS_TRF_TOP;-;
MER_NAI_ANN;-;
MER_PFS_COD;-;
MER_PFG_LIB;-;
MER_MAR_CO;-;
MER_SIT_TOP;-;
TOT_GRS_NBR;-;
TOT_ACC_NBR;-;
PER_PFS_COD;-;
PER_PFG_LIB;-;
CER_LIG_NUM;-;
ECD_CAU_RNG;-;
ECD_CAU_LIB;-;
ECD_CIM_COD;-;
